status,request_url,outputUrl
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG043/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T18:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T150843-GP03FLMA-RIM01-02-CTDMOG043-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG043/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T150853-GP03FLMA-RIM01-02-CTDMOG043-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG044/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-25T20:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T150903-GP03FLMA-RIM01-02-CTDMOG044-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG044/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T18:15:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T150913-GP03FLMA-RIM01-02-CTDMOG044-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG044/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T150923-GP03FLMA-RIM01-02-CTDMOG044-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG045/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-25T20:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T150932-GP03FLMA-RIM01-02-CTDMOG045-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG045/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T18:15:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T150942-GP03FLMA-RIM01-02-CTDMOG045-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG045/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T150951-GP03FLMA-RIM01-02-CTDMOG045-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG046/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-25T20:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151002-GP03FLMA-RIM01-02-CTDMOG046-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG046/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T18:45:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151012-GP03FLMA-RIM01-02-CTDMOG046-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG046/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151021-GP03FLMA-RIM01-02-CTDMOG046-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG047/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-25T20:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151030-GP03FLMA-RIM01-02-CTDMOG047-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG047/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T18:45:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151040-GP03FLMA-RIM01-02-CTDMOG047-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG047/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151050-GP03FLMA-RIM01-02-CTDMOG047-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG048/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-25T20:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151059-GP03FLMA-RIM01-02-CTDMOG048-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG048/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T19:15:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151109-GP03FLMA-RIM01-02-CTDMOG048-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOG048/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151118-GP03FLMA-RIM01-02-CTDMOG048-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH049/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-25T20:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151128-GP03FLMA-RIM01-02-CTDMOH049-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH049/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T19:15:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151137-GP03FLMA-RIM01-02-CTDMOH049-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH049/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151147-GP03FLMA-RIM01-02-CTDMOH049-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH050/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-25T20:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151156-GP03FLMA-RIM01-02-CTDMOH050-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH050/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T19:30:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151206-GP03FLMA-RIM01-02-CTDMOH050-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH050/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151215-GP03FLMA-RIM01-02-CTDMOH050-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH051/recovered_host/ctdmo_ghqr_sio_mule_instrument?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-25T20:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151226-GP03FLMA-RIM01-02-CTDMOH051-recovered_host-ctdmo_ghqr_sio_mule_instrument/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH051/recovered_inst/ctdmo_ghqr_instrument_recovered?beginDT=2013-07-21T22:44:00.000Z&endDT=2018-07-29T19:30:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151236-GP03FLMA-RIM01-02-CTDMOH051-recovered_inst-ctdmo_ghqr_instrument_recovered/catalog.html
Data available for request,https://ooinet.oceanobservatories.org/api/m2m/12576/sensor/inv/GP03FLMA/RIM01/02-CTDMOH051/telemetered/ctdmo_ghqr_sio_mule_instrument?beginDT=2014-06-18T00:00:01.000Z&endDT=2018-08-16T08:00:01.000Z&include_annotations=true&include_provenance=true,https://opendap.oceanobservatories.org/thredds/catalog/ooi/lgarzio@marine.rutgers.edu/20181001T151245-GP03FLMA-RIM01-02-CTDMOH051-telemetered-ctdmo_ghqr_sio_mule_instrument/catalog.html
